Cod_Alu;Facultad;Escuela;Periodo;Ciclo;Sexo;Edad;Modalidad Academica
ALU_02170;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;3;F;22;Pregrado
ALU_01084;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;26;Pregrado
ALU_01086;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;22;Pregrado
ALU_01081;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;4;M;29;Pregrado
ALU_01088;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;1;M;24;Pregrado
ALU_01090;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;34;Pregrado
ALU_01080;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;24;Pregrado
ALU_01078;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;29;Pregrado
ALU_01079;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;25;Pregrado
ALU_01087;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;24;Pregrado
ALU_01089;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;23;Pregrado
ALU_01085;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;23;Pregrado
ALU_01082;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;29;Pregrado
ALU_00145;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;30;Pregrado
ALU_00631;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;26;Pregrado
ALU_00496;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;27;Pregrado
ALU_00636;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;26;Pregrado
ALU_00286;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;33;Pregrado
ALU_00408;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;29;Pregrado
ALU_00804;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;26;Pregrado
ALU_00806;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;28;Pregrado
ALU_00488;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;26;Pregrado
ALU_00155;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;29;Pregrado
ALU_00805;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;27;Pregrado
ALU_00066;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;32;Pregrado
ALU_00803;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;26;Pregrado
ALU_00243;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;30;Pregrado
ALU_00002;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;4;M;57;Pregrado
ALU_00053;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;F;33;Pregrado
ALU_00569;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;5;M;30;Pregrado
ALU_00802;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;4;F;27;Pregrado
ALU_00064;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;4;M;34;Pregrado
ALU_00280;CIENCIAS NATURALES Y MATEMATICA;FISICA;2026-A;5;M;36;Pregrado
ALU_14174;CIENCIAS NATURALES Y MATEMATICA;BIOLOGIA;2026-A;1;M;21;Pregrado
ALU_11599;CIENCIAS NATURALES Y MATEMATICA;MATEMATICA Y ESTADISTICA;2026-A;2;M;18;Pregrado
ALU_05238;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_10825;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;21;Pregrado
ALU_03270;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;21;Pregrado
ALU_11655;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;20;Pregrado
ALU_08273;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;20;Pregrado
ALU_11665;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;18;Pregrado
ALU_01953;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_01925;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_05244;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_11658;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;22;Pregrado
ALU_11644;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;20;Pregrado
ALU_08282;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;20;Pregrado
ALU_03292;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;22;Pregrado
ALU_11653;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;24;Pregrado
ALU_04447;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;27;Pregrado
ALU_05254;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;20;Pregrado
ALU_07378;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_05255;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_03291;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;24;Pregrado
ALU_01947;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_03303;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;21;Pregrado
ALU_01944;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;24;Pregrado
ALU_03269;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;24;Pregrado
ALU_03283;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_03317;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_10446;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;24;Pregrado
ALU_08278;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;22;Pregrado
ALU_08287;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;20;Pregrado
ALU_08250;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;22;Pregrado
ALU_01943;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_01932;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;24;Pregrado
ALU_03296;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;24;Pregrado
ALU_03286;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_03318;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_02769;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;22;Pregrado
ALU_01951;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_03274;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_01937;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;22;Pregrado
ALU_03268;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;21;Pregrado
ALU_05237;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_05243;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;23;Pregrado
ALU_07432;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;23;Pregrado
ALU_05224;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;23;Pregrado
ALU_03302;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;29;Pregrado
ALU_08258;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;22;Pregrado
ALU_08272;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;26;Pregrado
ALU_11646;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;21;Pregrado
ALU_08260;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;23;Pregrado
ALU_11061;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;19;Pregrado
ALU_11639;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;22;Pregrado
ALU_11648;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;20;Pregrado
ALU_05234;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_01930;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;25;Pregrado
ALU_05265;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_05240;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_08253;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;20;Pregrado
ALU_02723;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_11647;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;22;Pregrado
ALU_11668;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;22;Pregrado
ALU_11666;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;27;Pregrado
ALU_10824;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;20;Pregrado
ALU_11661;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;23;Pregrado
ALU_08267;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;20;Pregrado
ALU_13630;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;22;Pregrado
ALU_11649;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;26;Pregrado
ALU_11060;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;21;Pregrado
ALU_11662;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;22;Pregrado
ALU_11650;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;18;Pregrado
ALU_11660;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;20;Pregrado
ALU_11669;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;21;Pregrado
ALU_10937;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;19;Pregrado
ALU_11651;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;21;Pregrado
ALU_11642;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;20;Pregrado
ALU_11670;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;18;Pregrado
ALU_11659;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;20;Pregrado
ALU_11671;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;20;Pregrado
ALU_11652;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;20;Pregrado
ALU_11654;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;20;Pregrado
ALU_11657;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;19;Pregrado
ALU_11667;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;19;Pregrado
ALU_11664;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;M;19;Pregrado
ALU_11656;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;2;F;19;Pregrado
ALU_08268;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;31;Pregrado
ALU_08270;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;26;Pregrado
ALU_08284;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;20;Pregrado
ALU_10477;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;25;Pregrado
ALU_08259;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;21;Pregrado
ALU_08257;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;21;Pregrado
ALU_08254;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;21;Pregrado
ALU_08269;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;22;Pregrado
ALU_10432;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;24;Pregrado
ALU_08277;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;20;Pregrado
ALU_08286;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;20;Pregrado
ALU_08274;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;21;Pregrado
ALU_01955;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;35;Pregrado
ALU_08262;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;24;Pregrado
ALU_08251;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;26;Pregrado
ALU_08281;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;20;Pregrado
ALU_08256;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;20;Pregrado
ALU_08271;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;21;Pregrado
ALU_08276;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;20;Pregrado
ALU_05247;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;22;Pregrado
ALU_08288;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;20;Pregrado
ALU_08266;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;24;Pregrado
ALU_10741;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;20;Pregrado
ALU_08280;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;19;Pregrado
ALU_08289;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;24;Pregrado
ALU_08279;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;23;Pregrado
ALU_10658;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;22;Pregrado
ALU_08265;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;21;Pregrado
ALU_08263;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;24;Pregrado
ALU_08285;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;21;Pregrado
ALU_08264;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;24;Pregrado
ALU_08255;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;F;21;Pregrado
ALU_08252;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;3;M;21;Pregrado
ALU_05227;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_07176;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;22;Pregrado
ALU_05260;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;21;Pregrado
ALU_05241;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;24;Pregrado
ALU_05253;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_05242;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;24;Pregrado
ALU_05266;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;25;Pregrado
ALU_05228;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;23;Pregrado
ALU_05233;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;23;Pregrado
ALU_07314;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;26;Pregrado
ALU_07171;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_05252;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;20;Pregrado
ALU_05245;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;21;Pregrado
ALU_05225;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;22;Pregrado
ALU_05262;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;22;Pregrado
ALU_05230;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_05231;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_05248;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_05263;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_07175;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;23;Pregrado
ALU_05251;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_05235;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;21;Pregrado
ALU_05259;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_05256;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;24;Pregrado
ALU_07454;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;21;Pregrado
ALU_05246;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;25;Pregrado
ALU_05250;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;23;Pregrado
ALU_07174;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;23;Pregrado
ALU_05264;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;23;Pregrado
ALU_07173;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;22;Pregrado
ALU_05232;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;21;Pregrado
ALU_07172;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;F;22;Pregrado
ALU_07462;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;20;Pregrado
ALU_05226;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;24;Pregrado
ALU_07170;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;4;M;23;Pregrado
ALU_01931;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;26;Pregrado
ALU_03288;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_01929;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;26;Pregrado
ALU_01934;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;50;Pregrado
ALU_03285;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_03300;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;21;Pregrado
ALU_03310;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;24;Pregrado
ALU_04445;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_03306;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;22;Pregrado
ALU_03284;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;21;Pregrado
ALU_03305;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_01939;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
ALU_01945;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_01940;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;24;Pregrado
ALU_03289;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;28;Pregrado
ALU_03315;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;26;Pregrado
ALU_01942;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;21;Pregrado
ALU_03273;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_03275;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_03319;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
ALU_03278;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_01922;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
ALU_01935;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_03295;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;26;Pregrado
ALU_02806;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_01923;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;27;Pregrado
ALU_03299;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;21;Pregrado
ALU_01952;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_03312;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_03293;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_01098;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;27;Pregrado
ALU_03280;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_03272;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
ALU_01096;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
ALU_03316;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
ALU_01103;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;24;Pregrado
ALU_01101;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_04444;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_03287;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_03294;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_03311;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;21;Pregrado
ALU_03282;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_01954;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;23;Pregrado
ALU_03304;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;22;Pregrado
ALU_01926;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;26;Pregrado
ALU_04448;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;21;Pregrado
ALU_01927;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
ALU_01938;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
ALU_01936;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;26;Pregrado
ALU_03277;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;24;Pregrado
ALU_03276;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_01958;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;24;Pregrado
ALU_03266;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_04451;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;22;Pregrado
ALU_01950;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_03307;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;23;Pregrado
ALU_04450;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;21;Pregrado
ALU_03298;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;M;24;Pregrado
ALU_03309;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;27;Pregrado
ALU_01949;CIENCIAS SOCIALES;CIENCIAS DE LA COMUNICACION;2026-A;5;F;25;Pregrado
