Cod_Alu;Facultad;Escuela;Periodo;Ciclo;Sexo;Edad;Modalidad Academica
ALU_12504;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;21;Pregrado
ALU_09126;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;19;Pregrado
ALU_03911;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;21;Pregrado
ALU_02265;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;26;Pregrado
ALU_09144;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_03929;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;24;Pregrado
ALU_09151;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_12490;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_10439;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;19;Pregrado
ALU_03916;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;23;Pregrado
ALU_03921;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;24;Pregrado
ALU_06074;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;22;Pregrado
ALU_03915;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;21;Pregrado
ALU_12507;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_07485;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_02272;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;23;Pregrado
ALU_03908;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;23;Pregrado
ALU_02774;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;24;Pregrado
ALU_12488;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;21;Pregrado
ALU_10857;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;20;Pregrado
ALU_06064;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;F;21;Pregrado
ALU_03937;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;27;Pregrado
ALU_03917;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;32;Pregrado
ALU_06087;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;23;Pregrado
ALU_06088;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;23;Pregrado
ALU_10465;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;22;Pregrado
ALU_09128;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;20;Pregrado
ALU_12505;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;21;Pregrado
ALU_03927;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;24;Pregrado
ALU_06081;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_09137;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;F;22;Pregrado
ALU_09136;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;20;Pregrado
ALU_04475;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;22;Pregrado
ALU_03912;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_02268;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_09141;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;25;Pregrado
ALU_03909;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_12499;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;21;Pregrado
ALU_12489;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;27;Pregrado
ALU_03934;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;23;Pregrado
ALU_10969;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;19;Pregrado
ALU_10444;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;22;Pregrado
ALU_09155;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;19;Pregrado
ALU_11098;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;19;Pregrado
ALU_07502;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_06094;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;23;Pregrado
ALU_03913;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;23;Pregrado
ALU_03926;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;22;Pregrado
ALU_09147;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_02276;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;25;Pregrado
ALU_03942;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_03931;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_09154;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_06082;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;25;Pregrado
ALU_12508;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_00921;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;25;Pregrado
ALU_01305;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;24;Pregrado
ALU_00659;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;24;Pregrado
ALU_03930;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;24;Pregrado
ALU_09129;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_01304;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;24;Pregrado
ALU_06097;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_02270;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_02275;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;25;Pregrado
ALU_06075;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_03944;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;23;Pregrado
ALU_03933;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;21;Pregrado
ALU_10659;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;25;Pregrado
ALU_06101;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_10653;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;23;Pregrado
ALU_09149;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;F;20;Pregrado
ALU_09146;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;22;Pregrado
ALU_09161;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;20;Pregrado
ALU_09134;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;29;Pregrado
ALU_10277;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_03918;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;24;Pregrado
ALU_03923;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_12475;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;21;Pregrado
ALU_09156;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_07214;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_06095;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;23;Pregrado
ALU_03914;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;28;Pregrado
ALU_06096;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;26;Pregrado
ALU_01541;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;26;Pregrado
ALU_06073;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;24;Pregrado
ALU_10970;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;21;Pregrado
ALU_09131;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;22;Pregrado
ALU_03932;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_12515;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_06098;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;28;Pregrado
ALU_12506;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;18;Pregrado
ALU_03910;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_12519;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;19;Pregrado
ALU_06077;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_12498;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_12492;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;19;Pregrado
ALU_12509;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;24;Pregrado
ALU_06069;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_12517;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_09153;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;33;Pregrado
ALU_07408;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;24;Pregrado
ALU_12496;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;27;Pregrado
ALU_06085;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;23;Pregrado
ALU_06072;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;27;Pregrado
ALU_06062;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_02266;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;23;Pregrado
ALU_06071;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_02264;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;27;Pregrado
ALU_02271;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;24;Pregrado
ALU_06086;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_09165;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_10678;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;24;Pregrado
ALU_03943;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_03928;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;23;Pregrado
ALU_12483;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;21;Pregrado
ALU_09132;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;23;Pregrado
ALU_06080;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_01300;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;33;Pregrado
ALU_12476;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;21;Pregrado
ALU_03925;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;22;Pregrado
ALU_09135;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;24;Pregrado
ALU_12484;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;33;Pregrado
ALU_06078;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;22;Pregrado
ALU_09130;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;23;Pregrado
ALU_03920;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;23;Pregrado
ALU_03941;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;25;Pregrado
ALU_07213;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_07484;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;23;Pregrado
ALU_10661;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_06089;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;24;Pregrado
ALU_12518;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;24;Pregrado
ALU_02267;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;28;Pregrado
ALU_01306;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;22;Pregrado
ALU_12520;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;21;Pregrado
ALU_12501;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;19;Pregrado
ALU_10613;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;23;Pregrado
ALU_12521;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;23;Pregrado
ALU_03939;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;34;Pregrado
ALU_06070;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_13665;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;19;Pregrado
ALU_00423;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;32;Pregrado
ALU_12516;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;19;Pregrado
ALU_00467;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;28;Pregrado
ALU_06063;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_02269;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;26;Pregrado
ALU_12486;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_03919;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;21;Pregrado
ALU_12481;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;25;Pregrado
ALU_01302;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;F;28;Pregrado
ALU_01303;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;27;Pregrado
ALU_02716;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;29;Pregrado
ALU_03922;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;27;Pregrado
ALU_03940;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;21;Pregrado
ALU_04474;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;22;Pregrado
ALU_04476;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_06059;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;20;Pregrado
ALU_06061;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_06067;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_06068;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;23;Pregrado
ALU_06090;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;F;21;Pregrado
ALU_06100;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_06103;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;F;22;Pregrado
ALU_07215;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;24;Pregrado
ALU_09138;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;24;Pregrado
ALU_09140;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;F;20;Pregrado
ALU_09145;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_09150;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;F;20;Pregrado
ALU_09152;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_09157;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;22;Pregrado
ALU_09159;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_10856;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;24;Pregrado
ALU_10968;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;22;Pregrado
ALU_11097;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_12480;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;30;Pregrado
ALU_12482;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;19;Pregrado
ALU_12485;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_12497;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;25;Pregrado
ALU_12510;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_06076;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;25;Pregrado
ALU_06083;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_06091;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;24;Pregrado
ALU_06093;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;F;22;Pregrado
ALU_09125;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;21;Pregrado
ALU_12479;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;F;22;Pregrado
ALU_12500;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;21;Pregrado
ALU_12502;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;21;Pregrado
ALU_12511;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_12513;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_09139;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;22;Pregrado
ALU_00388;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;27;Pregrado
ALU_02278;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;25;Pregrado
ALU_06066;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;21;Pregrado
ALU_06092;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;22;Pregrado
ALU_06102;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;48;Pregrado
ALU_09158;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;F;26;Pregrado
ALU_09164;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;19;Pregrado
ALU_09166;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;3;M;20;Pregrado
ALU_12478;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;25;Pregrado
ALU_12494;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;2;M;20;Pregrado
ALU_07312;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;4;M;25;Pregrado
ALU_00922;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;26;Pregrado
ALU_02279;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;5;M;28;Pregrado
ALU_15185;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;F;19;Pregrado
ALU_15186;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;20;Pregrado
ALU_15188;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;19;Pregrado
ALU_15190;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;F;19;Pregrado
ALU_15192;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;20;Pregrado
ALU_15194;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;21;Pregrado
ALU_15198;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;30;Pregrado
ALU_16674;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;20;Pregrado
ALU_15200;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;19;Pregrado
ALU_16800;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;20;Pregrado
ALU_15203;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;20;Pregrado
ALU_15204;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;19;Pregrado
ALU_15206;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;19;Pregrado
ALU_15208;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;18;Pregrado
ALU_16426;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;19;Pregrado
ALU_16801;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;19;Pregrado
ALU_15212;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;F;18;Pregrado
ALU_16558;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;18;Pregrado
ALU_15215;INGENIERIA ELECTRONICA E INFORMATICA;INGENIERIA INFORMATICA;2026-A;1;M;20;Pregrado
